Well	ID	plate	A260	A280	conc_corr_Fact	stock_nmoles	obs_source_MW	exp_conc	obs_conc	corr_obs_conc	exp_molarity	obs_molarity	delta_molarity	source_obs_molarity	dilution_factor_for_100uM	TSO_vol_for_100uM	H20_vol_for_100uM
A12	12	1	-0.108	-0.0533333333333333	30.7692307692308	86	14004.9	1400.49	-5.394	-3.31938461538462	100	-0.23701594551797	100.237015945518	-2.3701594551797	-0.023701594551797	-843.825083426029	863.825083426029
E5	53	1	0.001	0.0166666666666667	31.7083333333333	55	13947.7	1394.77	0.0508716666666667	0.0322611152777778	100	0.00231300610694077	99.9976869938931	0.0231300610694077	0.000231300610694077	86467.5624503751	-86447.5624503751
E6	54	1	-0.000666666666666667	0.009	32.05	46	14006.4	1400.64	-0.0336633333333333	-0.0215781966666666	100	-0.00154059548968091	100.00154059549	-0.0154059548968091	-0.000154059548968091	-129819.930890116	129839.930890116
E8	56	1	0.000333333333333333	0.013	30.3888888888889	39	14004.5	1400.45	0.0260266666666667	0.0158184296296296	100	0.00112952476915489	99.9988704752308	0.0112952476915489	0.000112952476915489	177065.61685198	-177045.61685198
G12	84	1	-0.011	-0.00866666666666667	31.0810810810811	82	13996.7	1399.67	-0.541333333333333	-0.336504504504504	100	-0.0240417030088881	100.024041703009	-0.240417030088881	-0.00240417030088881	-8318.8782394517	8338.8782394517
H9	93	1	0.009	-0.00966666666666667	31.1315789473684	85	13955.1	1395.51	0.4491	0.279623842105263	100	0.0200373943651614	99.9799626056348	0.200373943651614	0.00200373943651614	9981.33771064247	-9961.33771064247
H10	94	1	0.406666666666667	0.256	31.2777777777778	81	13971.8	1397.18	20.3366666666667	12.7217148148148	100	0.910527978844159	99.0894720211558	9.10527978844159	0.0910527978844159	219.652778000171	-199.652778000171
H11	95	1	-0.000333333333333333	-0.006	31.7179487179487	89	13962.9	1396.29	-0.00113333333333335	-0.00071894017094018	100	-5.1489316040377e-05	100.000051489316	-0.00051489316040377	-5.1489316040377e-06	-3884300.96533354	3884320.96533354
H12	96	1	-0.00633333333333333	-0.0143333333333333	32.1578947368421	88	13922.4	1392.24	-0.32147	-0.206755968421053	100	-0.0148505982029717	100.014850598203	-0.148505982029717	-0.00148505982029717	-13467.4709574985	13487.4709574985
