Well	ID	plate	A260	A280	conc_corr_Fact	stock_nmoles	obs_source_MW	exp_conc	obs_conc	corr_obs_conc	exp_molarity	obs_molarity	delta_molarity	source_obs_molarity	dilution_factor_for_100uM	TSO_vol_for_100uM	H20_vol_for_100uM	TSO_vol_for_100uM_2	H2O_vol_for_100uM_2
F8	68	1	25.9126666666667	15.005	31.7560975609756	93	13946.9	1394.69	1296	823.118048780488	100	59.0179931583712	40.9820068416288	590.179931583712	5.90179931583712	3.38879703115814	16.6112029688419	3	14.7053979475114
F9	69	1	24.7326666666667	14.6956666666667	32.2439024390244	95	13925.1	1392.51	1237	797.714146341463	100	57.2860623149179	42.7139376850821	572.860623149179	5.72860623149179	3.4912506099746	16.5087493900254	3	14.1858186944754
F10	70	1	22.343	13.4286666666667	31.8095238095238	96	14005.6	1400.56	1117.33333333333	710.836825396825	100	50.7537574539345	49.2462425460655	507.537574539345	5.07537574539345	3.94059494376402	16.059405056236	3	12.2261272361804
F11	71	1	31.5233333333333	17.775	31.3333333333333	81	13999.2	1399.92	1576	987.626666666667	100	70.548793264377	29.451206735623	705.48793264377	7.0548793264377	2.83491737768658	17.1650826223134	3	18.1646379793131
F12	72	1	91.107	54.952	31.9189189189189	84	13987.9	1398.79	4555.33333333333	2908.02630630631	100	207.895846146048	-107.895846146048	2078.95846146048	20.7895846146048	0.962020183219528	19.0379798167805	3	59.3687538438144
G1	73	1	42.3396666666667	23.74	31.175	89	14005.7	1400.57	2117	1319.9495	100	94.2437364787194	5.75626352128062	942.437364787194	9.42437364787194	2.12215694615589	17.8778430538441	3	25.2731209436158
G2	74	1	28.263	16.4036666666667	31.1875	107	13971.5	1397.15	1413.33333333333	881.566666666667	100	63.0974960932374	36.9025039067626	630.974960932374	6.30974960932374	3.16969788633872	16.8303021136613	3	15.9292488279712
G3	75	1	32.6433333333333	19.2303333333333	31.7894736842105	87	13931.1	1393.11	1632	1037.60842105263	100	74.4814423163018	25.5185576836982	744.814423163018	7.44814423163018	2.68523264024153	17.3147673597585	3	19.3444326948905
G4	76	1	35.4246666666667	19.539	30.925	88	14035.3	1403.53	1771.33333333333	1095.56966666667	100	78.0581581203584	21.9418418796416	780.581581203584	7.80581581203584	2.56219215026338	17.4378078497366	3	20.4174474361075
G5	77	1	31.915	18.0863333333333	31.1860465116279	96	14029.9	1402.99	1595.66666666667	995.250697674419	100	70.9378326056792	29.0621673943208	709.378326056792	7.09378326056792	2.81937004069093	17.1806299593091	3	18.2813497817038
G6	78	1	29.129	15.6806666666667	31.0277777777778	80	14044.5	1404.45	1456.66666666667	903.942592592593	100	64.3627464553806	35.6372535446194	643.627464553806	6.43627464553806	3.10738759631163	16.8926124036884	3	16.3088239366142
G7	79	1	23.076	12.9626666666667	31.4666666666667	101	13972.1	1397.21	1153.66666666667	726.040888888889	100	51.9636195624773	48.0363804375227	519.636195624773	5.19636195624773	3.84884659082562	16.1511534091744	3	12.5890858687432
G8	80	1	24.854	14.2096666666667	31.6511627906977	98	13947.1	1394.71	1243	786.847906976744	100	56.4165960648984	43.5834039351016	564.165960648984	5.64165960648984	3.54505613507649	16.4549438649235	3	13.9249788194695
G9	81	1	28.8116666666667	15.5923333333333	31.2820512820513	87	13995.6	1399.56	1440.33333333333	901.131623931624	100	64.3867804118168	35.6132195881832	643.867804118168	6.43867804118169	3.10622768712464	16.8937723128754	3	16.3160341235451
G10	82	1	24.901	13.9426666666667	31.2127659574468	105	13972.9	1397.29	1245	777.197872340426	100	55.6218016546619	44.3781983453381	556.218016546619	5.56218016546619	3.59571236548101	16.404287634519	3	13.6865404963986
G11	83	1	28.484	15.6606666666667	30.975	89	13995.9	1399.59	1424.33333333333	882.3745	100	63.0452132410206	36.9547867589794	630.452132410206	6.30452132410206	3.17232648948944	16.8276735105106	3	15.9135639723062
G12	84	1	-0.011	-0.00866666666666667	31.0810810810811	82	13996.7	1399.67	-0.541333333333333	-0.336504504504504	100	-0.0240417030088881	100.024041703009	-0.240417030088881	-0.00240417030088881	-8318.8782394517	8338.8782394517	3	-3.00721251090267
H1	85	1	32.0596666666667	17.8616666666667	31.2340425531915	105	13955.3	1395.53	1603.33333333333	1001.57163120567	100	71.7699821003972	28.2300178996028	717.699821003972	7.17699821003972	2.78668036617628	17.2133196338237	3	18.5309946301192
H2	86	1	34.6503333333333	19.5293333333333	31.0697674418605	96	13988.6	1398.86	1732.66666666667	1076.67100775194	100	76.9677457180803	23.0322542819197	769.677457180803	7.69677457180803	2.59849107095543	17.4015089290446	3	20.0903237154241
H3	87	1	38.86	22.2586666666667	31.75	82	13916.7	1391.67	1942.66666666667	1233.59333333333	100	88.6412248114376	11.3587751885624	886.412248114376	8.86412248114376	2.25628651257303	17.743713487427	3	23.5923674434313
H4	88	1	41.249	22.3703333333333	31.5128205128205	88	13970.1	1397.01	2062.33333333333	1299.7988034188	100	93.0414816943904	6.95851830560959	930.414816943904	9.30414816943904	2.14957883685614	17.8504211631439	3	24.9124445083171
H5	89	1	50.168	28.7086666666667	31.3333333333333	94	13955.4	1395.54	2508.33333333333	1571.88888888889	100	112.636605822039	-12.6366058220394	1126.36605822039	11.2636605822039	1.77562168657666	18.2243783134233	3	30.7909817466118
H6	90	1	91.9296666666667	55.439	31.2564102564103	87	13998.5	1399.85	4596.66666666667	2873.50598290598	100	205.272420824087	-105.272420824087	2052.72420824087	20.5272420824087	0.974315006356332	19.0256849936437	3	58.5817262472261
H7	91	1	96.9183333333333	67.1586666666667	31.8918918918919	85	13960.1	1396.01	4846	3090.96216216216	100	221.414041601576	-121.414041601576	2214.14041601576	22.1414041601576	0.903285078729968	19.09671492127	3	63.4242124804728
H8	92	1	86.5506666666667	53.2156666666667	31.3181818181818	99	13965.8	1396.58	4327.66666666667	2710.69303030303	100	194.095077281862	-94.0950772818622	1940.95077281862	19.4095077281862	1.03042283606999	18.96957716393	3	55.2285231845586
H9	93	1	0.009	-0.00966666666666667	31.1315789473684	85	13955.1	1395.51	0.4491	0.279623842105263	100	0.0200373943651614	99.9799626056348	0.200373943651614	0.00200373943651614	9981.33771064247	-9961.33771064247	3	-2.99398878169045
H10	94	1	0.406666666666667	0.256	31.2777777777778	81	13971.8	1397.18	20.3366666666667	12.7217148148148	100	0.910527978844159	99.0894720211558	9.10527978844159	0.0910527978844159	219.652778000171	-199.652778000171	3	-2.72684160634675
H11	95	1	-0.000333333333333333	-0.006	31.7179487179487	89	13962.9	1396.29	-0.00113333333333335	-0.00071894017094018	100	-5.1489316040377e-05	100.000051489316	-0.00051489316040377	-5.1489316040377e-06	-3884300.96533354	3884320.96533354	3	-3.00001544679481
H12	96	1	-0.00633333333333333	-0.0143333333333333	32.1578947368421	88	13922.4	1392.24	-0.32147	-0.206755968421053	100	-0.0148505982029717	100.014850598203	-0.148505982029717	-0.00148505982029717	-13467.4709574985	13487.4709574985	3	-3.00445517946089
