from,to,vol
N04,I20,100
N04,I21,100
N04,I23,100
N04,J09,100
N04,J11,100
N04,J17,100
N04,J22,100
N04,K09,100
N04,K10,100
N04,K19,100
N04,L08,100
N04,L10,100
N04,L19,100
N04,L22,100
N04,M10,100
N04,M19,100
N04,N06,100
N04,N12,100
N04,N13,100
N04,N15,100
N04,N16,100
N04,N21,100
N04,O07,100
N04,O09,100
N04,O16,100
N04,O17,100
N04,O23,100
N04,P07,100
N04,P08,100
N04,P20,100
N05,A09,100
N05,A16,100
N05,A17,100
N05,A23,100
N05,B13,100
N05,B15,100
N05,B17,100
N05,B18,100
N05,C11,100
N05,C19,100
N05,D01,100
N05,D09,100
N05,D16,100
N05,E12,100
N05,E13,100
N05,E19,100
N05,E20,100
N05,F07,100
N05,F13,100
N05,F20,100
N05,G06,100
N05,G07,100
N05,G17,100
N05,H02,100
N05,H03,100
N05,H06,100
N05,H17,100
N05,H23,100
N05,I01,100
N05,I03,100
N05,I09,100
N05,I12,100
N05,J01,100
N05,J02,100
N05,J03,100
N05,J12,100
N05,K08,100
N05,K14,100
N05,K15,100
N05,K24,100
N05,L04,100
N05,L13,100
N05,L15,100
N05,L17,100
N05,L24,100
N05,M04,100
N05,M06,100
N05,M08,100
N05,M12,100
N05,M17,100
N05,M18,100
N05,M23,100
N05,N07,100
N05,N22,100
N05,O03,100
N05,O06,100
N05,P09,100
N05,P12,100
N05,P18,100
N05,P21,100
N06,A03,100
N06,A06,100
N06,B02,100
N06,B04,100
N06,B06,100
N06,B19,100
N06,B21,100
N06,C02,100
N06,C04,100
N06,C18,100
N06,C20,100
N06,C21,100
N06,D02,100
N06,D10,100
N06,D12,100
N06,D13,100
N06,E03,100
N06,E09,100
N06,E11,100
N06,E22,100
N06,F21,100
N06,F23,100
N06,G02,100
N06,G08,100
N06,G09,100
N06,G11,100
N06,G15,100
N06,G19,100
N06,G24,100
N06,H05,100
N06,H11,100
N06,H12,100
N06,H19,100
N06,H21,100
N06,H22,100
N06,I05,100
N06,J10,100
N06,J15,100
N06,J18,100
N06,K12,100
N06,K21,100
N06,L06,100
N06,L11,100
N06,M07,100
N06,M09,100
N06,M11,100
N06,M24,100
N06,N01,100
N06,N05,100
N06,N10,100
N06,N19,100
N06,O05,100
N06,O10,100
N06,O14,100
N06,O21,100
N06,O24,100
N06,P01,100
N06,P05,100
N06,P13,100
N06,P24,100
